,country,description,designation,points,price,province,region_1,region_2,variety,winery
5377,France,"Rounded and rich, this single-vineyard wine is concentrated without losing a touch of its beautiful fruit. It has a fine balance between fruit and acidity as well as a tense line of minerality and tight texture. Drink this impressive wine from 2024.",,93,140.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Le Carré
5378,Australia,"Tasted together with the 2013, this is everything its younger brother is, but ever-so-slightly less intense. Complex notes of baking spices, pepper, bacon fat, raspberries and blueberries glide across the palate, picking up a slightly meaty note on the long, fruit-driven finish. Drink now–2030.",The Struie,93,50.0,South Australia,Barossa Valley,,Shiraz,Torbreck
5379,France,"This second wine of Calon Ségur is beautifully proportioned. It is fruity with rich tannins. At the same time, the crisp fruit of the vintage gives a lift to the deep concentration. Let the wine develop over several years. Drink from 2024.",Le Marquis de Calon Ségur,93,25.0,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Calon Ségur
5380,France,"Ripe and fruity, the wine is a great success. It has juicy berry fruits that are underpinned by the firm tannins and mineral structure. It is full while also crisp: a wine that is deliciously perfumed. Drink from 2024.",,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château de Fieuzal
5381,France,"Produced from biodynamically grown grapes, this is a fine, smooth and rich wine. Great tannins are cushioned within the ripe blackberry fruits and generous texture. It is already a delicious wine, although certain to age as well. The estate is close to Château Figeac. Drink from 2022.",,93,60.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Marzelle
5382,France,"Very earthy notes precede a subdued nose of citrus zest. These tart but expressive notes open up a little more on the palate where they are joined by a rounded, if crunchy structure. There is ample freshness here but also an earthy and (for now) citrus-fruited generosity. The finish reverts to stony, earthy cleanness. This is intriguing and needs time to unfold its fruit and unusual texture. Drink 2020–2030",Wiebelsberg Grand Cru,93,30.0,Alsace,Alsace,,Riesling,Biecher & Schaal
5383,Italy,"Fresh and linear, this opens with fragrant purple flower, red berry and new leather scents. The firm, youthfully austere palate is loaded with finesse, offering crunchy red cherry, fresh strawberry and licorice notes with taut, fine-grained tannins and vibrant acidity. Give it time to unwind and fully develop. Drink 2019–2028.",,93,40.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Boscarelli
5384,US,"As Willamette Valley vintners continually improve and redefine Oregon Chardonnay, a distinctive profile is emerging. This vivid and taut mineral-driven wine could be the poster child. The citrus, apples and pears bring a light touch of baking spices, extended length and surefire ageability. Plus, it's a fine value for a wine of such quality.",Estate,93,34.0,Oregon,Chehalem Mountains,Willamette Valley,Chardonnay,Alloro
5385,France,The nose is like a veil of Golden Delicious apple scent. The palate follows with soft apple freshness that is pervaded by a deeper lemony streak. But it is apple charm that stays on the surface. There are hints of wax and stone too. The dry intense palate is concentrated and clean. Apple and lemon notes linger and leave the palate utterly clean.,Wiebelsberg Grand Cru,93,53.0,Alsace,Alsace,,Riesling,Domaine Gresser
5386,France,"There is not just a notion of ripeness but almost of overripeness of pear fruit on the nose, accompanied by hints of honeysuckle. There also are hints of sandalwood and gentle vanilla. The palate is cushioned with mellow residual sweetness, making the rich flavors even more rich and generous. A vein of citrus freshness counters this, but this is in the generous, medium-sweet spectrum, oozing fruit and generosity. The finish, nonetheless, is precise and fresh. A great example of mature Pinot Gris.",Marckrain Grand Cru,93,26.0,Alsace,Alsace,,Pinot Gris,Domaine Michel Fonne
5387,France,"A very pure but subtle note of Golden Delicious apple hits the nose. The palate rounds out this ripe but tart flavor but also brightens it with lovely apple crispness and freshness. The body is dry and totally fresh with wonderful concentration, aromatic length and purity. This simply leaves you wanting more.",Ehrhart Hengst Grand Cru,93,30.0,Alsace,Alsace,,Riesling,Domaine Saint-Rémy
5388,Italy,"Earthy aromas suggesting leather, forest floor, tilled soil and dark spice take the lead in this Brunello, punctuated by a balsamic note. Firm and full-bodied, it delivers succulent Marasca cherry, star anise, mint and pipe tobacco, framed by tightly wound but refined tannins. Drink 2020–2032.",,93,55.0,Tuscany,Brunello di Montalcino,,Sangiovese,Fattoria dei Barbi
5389,Italy,"Violet, perfumed berry, new leather, cinnamon and mint aromas follow through to the elegant palate, lifting its juicy core of plum and ripe Morello cherry flavors. A licorice note signals the close while firm, fine-grained and polished tannins provide support. Drink 2018–2027.",Riserva,93,45.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Il Conventino
5390,Australia,"Only released in top vintages, this is Jim Barry's luxury cuvée of Cabenet Sauvignon. It does see plenty of oak, so it shows impressive notes of baking spices, vanilla and brown sugar, but it backs those with ample dark fruit. It's elegant despite its size, with a fine-grained tannins lingering on the finish. Drink now–2025, and possibly beyond.",The Benbournie,93,83.0,South Australia,Clare Valley,,Cabernet Sauvignon,Jim Barry
5391,US,"Owned by Ken and Karen Wright, Savoya is planted on ancient marine sedimentary soil. Bold cherry fruit carries a streak of salinity, that tastes like a shake of salt and pepper around tart pomegranate fruit. It's tangy and lightly herbal, with classic structure and a clear path to aging over a decade or longer.",Savoya Vineyard,93,63.0,Oregon,Willamette Valley,,Pinot Noir,Ken Wright
5392,Italy,"Made from 100% Merlot grapes, this boasts ripe red berry, cassis, espresso, vanilla and chopped mint aromas. The densely concentrated palate doles out ripe cassis, licorice, tobacco and sage flavors, blanketed in velvety tannins. Drink through 2022.",Messorio,93,225.0,Tuscany,Toscana,,Merlot,Le Macchiole
5393,US,"From a vineyard site long tapped by both this producer and others, this beautifully crafted white is rich in a swirl of apple pie, fig and anise aromas and offers a voluptuous texture and mouthfeel. That concentration is complemented by crisp acidity, allowing for both balance and complexity.",Olivet Lane Vineyard,93,60.0,California,Russian River Valley,Sonoma,Chardonnay,Merry Edwards
5394,US,"From Mt. Eden and Wente clones grown at 1,700 feet, this under-$30 bottling shows key lime and pomelo pith freshness on the nose, backed by chalk, crushed sea shell and tangerine blossom aromas. There is a fine-grained texture to the tannins on the palate, where bright citrus fruit meets with marcona almond touches. It's simultaneously refreshing and savory.",Nelson Family Vineyard,93,28.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Mignanelli
5395,US,"Though not designated as such, this is a reserve-level effort, as noted by the special label (with Owen Roe in large, old-fashioned cursive lettering) and its overall concentration. Dense black fruits are strongly accented with flavors of espresso and baking spices. It's a powerful wine that is already drinking well, and should continue to do so into the late 2020s.",Merriman Vineyard Clandeboye,93,85.0,Oregon,Willamette Valley,,Pinot Noir,Owen Roe
5396,Italy,"Firm and refined, this fragrant red offers intriguing new leather, black-skinned fruit, truffle, dark spice and balsamic notes. The palate is elegant and structured, evoking succulent red cherry, cranberry, star anise, and chopped mint with a vein of of bright acidity and taut, polished tannins. Youthfully austere, it has impressive aging potential. Drink 2022–2037.",,93,50.0,Tuscany,Brunello di Montalcino,,Sangiovese,Padelletti
5397,US,"This is an exceptionally concentrated, smooth and delicious wine. It has ripe blueberry, blackberry and raspberry flavors, and its texture strikes the right balance between supple and tannic. A Coro Mendocino blend, it's made from a base of Zinfandel, with Petite Sirah, Syrah and a dash of Grenache. Delicious now, it also has the stuffing to age. Best from 2018.",Coro Mendocino,93,38.0,California,Mendocino County,Mendocino/Lake Counties,Red Blend,Parducci
5398,France,Damask rose and honeysuckle on the nose almost have a cotton-candy tang to them. The palate is medium sweet and adds peach compote to the floral notes and a dollop of plump luscious sweetness. There is huge concentration and big aromatic intensity on the midpalate with a lovely bitter edge that lasts long. There is a medium-sweet finish.,Furstentum Grand Cru Vieiiles Vignes,93,41.0,Alsace,Alsace,,Gewürztraminer,Paul Blanck
5399,Australia,"This release deserves some sort of award for consistency, year in and year out. The 2011 is light to medium in body and long, zesty and vibrant on the finish. Aromas and flavors of bergamot, honey (although the wine is completely dry) and toast are classic aged Eden Valley Riesling. Drink now–2030.",The Contours Museum Reserve,93,45.0,South Australia,Eden Valley,,Riesling,Pewsey Vale
5400,France,"This rounded, smooth wine will be delicious to drink. It is full of crisp white fruits, laced with lemon acidity while having a full, ripe character. From clay and chalk soil, it is forward, fruity and ready to drink now.",Calcite,88,,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Francis Blanchet
5401,US,"Blended from the Laguna, Del Rio and Two Rock vineyards, this tangy white is balanced and bright in preserved lemon, honey, ginger and caramel. The back beat conveys citrus and mellowed oak.",,88,33.0,California,Russian River Valley,Sonoma,Chardonnay,Gallo Signature Series
5402,France,"This wine is steely, with tight acidity and grapefruit and lime flavors. It is bright and lively, with a tense edge that needs to soften over the next few months. Drink from the end of 2016.",Les Montachins,88,23.0,Loire Valley,Sancerre,,Sauvignon Blanc,Gitton Père et Fils
5403,Italy,"This opens with aromas that recall wood shop, espresso, underbrush and mature black-skinned fruit. The firmly structured palate offers toasted oak, dried black cherry, roasted coffee bean and licorice alongside drying, close-grained tannins that leave an astringent finish.",Campo di Marzo Riserva,88,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,Il Valentiano
5404,US,Baked black plums and mission figs mix with lavender and cracked pepper on the nose of this cool-climate bottling. The palate shows tart boysenberry flavors along with black peppercorns and condensed violets.,,88,40.0,California,Sta. Rita Hills,Central Coast,Syrah,Lincourt
5405,Italy,"The nose doesn't give much away while the tight palate offers mature black cherry, mint and a hint of baking spice. Fresh and tannic but one-dimensional, it lacks charm.",,88,34.0,Tuscany,Brunello di Montalcino,,Sangiovese,Maestro di Antichi Castelli
5406,Lebanon,"Pale apricot in the glass, this rosé made of Cinsault, Syrah and Cabernet Sauvignon has a bouquet of peach and clover. There is a bit of heft on the palate that belies its light color, with flavors of ripe peach, apple, and lemon curd. The finish is marked by touches of thyme and oregano.",,88,15.0,Bekaa Valley,,,Rosé,Massaya
5407,Canada,"Pinot Noir from Canada can often be quite delicate, but this is a full-bodied, even muscular effort. Toasty and tasty, it puts a pleasant roasted character upon ripe strawberry and cherry fruit. Tannins are substantial, along with some barrel flavors from nine months in French oak.",Reserve,88,32.0,British Columbia,Okanagan Valley,,Pinot Noir,Mission Hill
5408,US,"This wine is half Cabernet Sauvignon, with the balance Merlot (20%), Cabernet Franc (18%) and a healthy dollop of Petit Verdot. Aromas of green herbs, fresh flowers, soil and barrel spice lead to dark cherry flavors backed by grainy tannins.",Arianses Vineyard,88,30.0,Washington,Wahluke Slope,Columbia Valley,Bordeaux-style Red Blend,:Nota Bene
5409,US,"Blackberry, cigar box, vanilla bean and black-licorice aromas are out front, with savory herbs in the background, becoming more prominent over time. The dark-fruit flavors are elegant in style and linger on the smoky finish.",,88,39.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Plumb Cellars
5410,Moldova,"This Icewine is a blend of Muscat, Ottonel and Traminer. It presents the nose with caramelized pineapple, lemon curd and lemon meringue pie. It is fairly sweet on the palate with a mixture of lemon grass, sweet lime rind and lemon curd.",Premium Musct Ottonel-Traminer Icewine,88,42.0,Moldova,,,White Blend,Purcari
5411,US,"Tire rubber aromas provide some distraction from the notes of black pepper, citrus and fresh herbs. The elegant dark fruit, pepper and savory flavors are unmistakably varietal. There are many good things to explore.",,88,35.0,Idaho,,,Mourvèdre,Telaya
5412,US,"Black-cherry syrup and gravel touch the nose of this bottling from an estate in northern Paso owned by television producers. The palate shows clove and allspice as well as intriguing olallieberry and dark strawberry fruit, laid across a fairly tannic, asphalt-driven structure.",,88,19.0,California,Paso Robles,Central Coast,Merlot,Villa San Juliette
5413,Italy,"Pressed violet, underbrush, overripe black-skinned fruit and a hint of scorched earth come together on this. The warm, forward palate has a rather rustic charm, delivering mature plum, crushed black cherry, baking spice, leather and a bitter, earthy note accompanied by round, evolved tannins.",,88,18.0,Tuscany,Chianti Classico,,Red Blend,Il Brunone
5414,Italy,"A little air unlocks aromas of underbrush, scorched earth, blue flower, toasted oak and mature berry. On the firm palate, notes of espresso and licorice add some depth to the core of dried black cherry while grippy, close-grained tannins provide support.",,88,25.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Le Bertille
5415,France,"Still young, this is a dark wine with blueberry fruit and firm tannins both on display. It has concentration and the potential for juiciness and richness that will develop. A structured wine, it needs more time. Drink from 2018.",Domaine des Brosses,88,30.0,Loire Valley,Sancerre,,Pinot Noir,Alain Girard et Fils
5416,US,"This wine has a crispness and upfront brightness that speaks to low oak. Lemony with a bite of green apple, it offers a backdrop of marshmallow on the finish.",Estate Grown,88,24.0,California,Russian River Valley,Sonoma,Chardonnay,Balverne
5417,US,"Though billed as a Super Tuscan, this is an odd but refreshing wine for those seeking something different. The Cab-Sangio blend offers strong black pepper, brambleberry, pink peppercorns and a touch of pasilla chile on the underripe nose. The palate is light in body but full of bright cranberry fruit and intriguing herbals, led by green peppercorns.",Estate Riserva,88,45.0,California,Templeton Gap District,Central Coast,Cabernet Sauvignon-Sangiovese,Bella Luna
5418,Canada,"This is 48% Cabernet Sauvignon and 52% Syrah, which seems to be the dominant grape in terms of flavor and style. Scents and flavors of char, licorice and espresso come up quickly, with black fruit showing a peppery edge. The finish seems attenuated, even with ample aeration.",Athene,88,40.0,British Columbia,Okanagan Valley,,Cabernet Sauvignon-Syrah,Burrowing Owl
5419,Italy,"Subdued aromas suggesting stewed plum, mature berry, dried herb and scorched earth lead the nose. The straightforward, rather evolved palate offers dried cherry, cranberry, leather, clove and a green note of powdered sage alongside tightly wound tannins that clench the finish.",,88,55.0,Tuscany,Brunello di Montalcino,,Sangiovese,Camigliano
5420,Italy,"Leafy underbrush, mature blackberry, scorched earth and clove aromas lead the way. The straightforward, accessible palate offers fleshy black cherry, star anise and a hint of game alongside ripe tannins. While it lacks complexity, it has a juicy, immediate appeal. Drink through 2019.",,88,28.0,Tuscany,Brunello di Montalcino,,Sangiovese,Canneta
5421,US,"Despite its varietal label, this drinks more like a Bordeaux-style blend with the Cabernet Sauvignon (11%) and Cabernet Franc (9%) showing themselves prominently. Coffee, flower, dried herb and red- and black-fruit aromas are followed by elegant, lightly creamy fruit flavors that carry through the finish.",Panorama,88,26.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Cloudlift Cellars
5422,US,"Aromas of green herbs, flowers and soil lead to rich purple-fruit flavors and chalky tannins. It doesn't quite come together but provides intrigue.",,88,30.0,Idaho,,,Petit Verdot,Colter's Creek
5423,US,"This wine was aged for 30 months in new French oak before subsequently seeing time in bottle. It offers aromas and flavors of herbs, woodspice and red and black fruit, with firm tannins providing the frame.",Klipsun Vineyard,88,60.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Covington
5424,France,"A full-bodied, ripe wine, this is going to develop well, with balanced acidity and ripe, perfumed apple and pear flavors. The final tang of citrus gives a great lift. A warm wine, it's already delicious and will be even better from 2017.",Les Cris,88,25.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Domaine A. Cailbourdin
5425,France,"Typical of the wines from Quincy, this is herbal and crisp, packed with green fruits that burst out of the glass. Along with its lemon-zest texture, it has a strong mineral element that contrasts with all this fruitiness. Drink now and until 2019.",Tradition,88,17.0,Loire Valley,Quincy,,Sauvignon Blanc,Domaine de la Commanderie
5426,France,"This wine is rich, rounded and smooth. It has enough citrus flavor to give a lift while also having ripe, apricot and red-apple tastes. Fresh at the end, it's also a wine to age, so drink from 2018.",,88,35.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Domaine de la Loge
5427,US,"Sweet-tart raspberry and cranberry aromas are lifted and spry on this fresh, aromatic Pinot Noir. The palate is markedly riper and richer, boasting dark cherry and berry flavors and heady spice tones that linger. Tannins are a bit craggy and bitter but finely grained.",,88,26.0,New York,Hudson River Region,New York Other,Pinot Noir,Tousey
5428,US,"Supple white-fleshed fruits, from pear to cherimoya, touch the nose, as do aromas of lemon rind, struck match and dried apple on this blend of 90% Sauvignon Blanc and 10% Viognier. A gravelly, pencil lead minerality on the palate is boosted by sliced lemon wedges, cut grass and gooseberry notes.",Fletcher's,88,35.0,California,Happy Canyon of Santa Barbara,Central Coast,White Blend,Westerly
5429,US,"Named after a term for beautiful gesture, this wine is mostly Cabernet Sauvignon with small amounts the other primary Bordeaux varieties blended in. Aromas of dark cherry, black tea, pencil lead and vanilla are followed by well-constructed smoke and dark fruit flavors with grainy, compact tannins that need some time to stretch their legs.",Beau Geste,88,28.0,Idaho,,,Bordeaux-style Red Blend,3 Horse Ranch Vineyards
5430,US,"Much riper and toastier than their 2011 Signature Pinot, this brings pretty flavors of raspberry and Bing cherry into play, with a dash of root beer as well. Engaging and accessible, it motors into a tart, tangy finish.",Signature Collection,88,27.0,Oregon,Oregon,Oregon Other,Pinot Noir,King Estate
5431,US,"Call this Pinot useful, rather than complex or ageable. It's nicely dry, acidic and silky in the mouth, with jammy raspberry, cherry and persimmon flavors. Food pairings range from steak to tuna tartare or a bacon burger.",,88,40.0,California,Russian River Valley,Sonoma,Pinot Noir,La Crema
5432,US,"With apricot, orange, peach, lemon and lime flavors, this is one of the richer Sauvignon Blancs out there. But it's totally dry, with brisk acidity and a clean, elegant finish.",Big Ranch,88,20.0,California,Napa Valley,Napa,Sauvignon Blanc,Laird
5433,US,"Carneros is one of the best places in California for Pinot Gris/Grigio. This 2013 shows the brisk acidity of the appellation, and also the excellence of the 2013 vintage. It's pure and rich in apricots, tangerines, white peaches and papayas, and yet the finish is dry and clean. There's no oak at all, nor is any needed.",Cold Creek,88,20.0,California,Carneros,Napa-Sonoma,Pinot Grigio,Laird
5434,Italy,"Made partly with late-harvested grapes and aged in large casks, this ripe wine leads with aromas of fragrant white flowers, lychee, pear and a delicate note of vanilla. The round palate offers juicy tropical fruit, golden apple and lemon pastry with a flinty, mineral finish.",Foscarin Slavinus,88,30.0,Veneto,Soave Classico Superiore,,Garganega,Monte Tondo
5435,France,"A soft, ripe apple-flavored Champagne, it is fresh and crisp. With its gentle mousse and fruitiness, it is ready to drink as a youthful wine, and not likely to benefit from bottle age.",Cuvée Réserve Brut,88,39.0,Champagne,Champagne,,Champagne Blend,Bouché Père et Fils
5436,Italy,This pretty wine opens with floral and apple aromas that carry over to the glass along with juicy pear and a hint of white peach. The creamy palate is uplifted by vibrant acidity that makes it an ideal wine for lightly seasoned fish dishes or grilled vegetables.,,88,13.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Cantina Produttori Cortaccia
5437,Italy,"A blend of 60% Pinot Bianco, 30% Chardonnay and 10% Sauvignon, this reveals a fragrance of white flowers and tree fruit. The juicy palate delivers white peach, yellow apple and a mineral note alongside fresh acidity.",Terlaner Classico,88,25.0,Northeastern Italy,Alto Adige,,White Blend,Cantina Terlano
5438,Portugal,"This rich, intense wine has a strong tannic element that is balanced with the red and black berry fruits. There's a burst of acidity, but the main thrust of this wine is structure and concentration.",Reserva,88,16.0,Tejo,,,Portuguese Red,Casal da Coelheira
5439,France,"This is a well made, fruit and tannin wine. With delicious black currant fruits, juicy acidity and a supporting role of dry tannins, it has minerality, touches of wood aging and a more serious aftertaste, ready for aging. Drink from 2017.",,88,20.0,Bordeaux,Graves,,Bordeaux-style Red Blend,Château le Bonnat
5440,France,"While this is currently a tough proposition, the inherent fruitiness of this structured wine augurs well for its future. With berry fruits under the dark tannins and some slight bitterness from wood aging, it needs time. Drink from 2017.",,88,24.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Saint Ahon
5441,US,"With a buttery, creamy texture, this Chardonnay has oak-inspired flavors of Meyer lemons, sweet limes, honey, vanilla bean and buttered toast. The acidity is key, providing a central zest to the richness.",,88,38.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Cinnabar
5442,Italy,"This concentrated Soave shows restraint and elegance. It offers sensations of pressed yellow flowers, yellow peach, citrus, pear, almond and mineral that are supported by crisp acidity. It's unusual to find this much personality at this price point.",Vigna della Corte,88,13.0,Veneto,Soave,,Garganega,Corte Adami
5443,Portugal,"A solid, ripe and tannic wine that is full of firm fruits, ripe berries and a strongly mineral character. It has some concentration and certainly dense tannins while also showing a fresher, licorice and black currant side. Drink now, but best wait until 2015.",Grilos,88,,Dão,,,Portuguese Red,Dão Sul
5444,Portugal,"All ripe fruit and cushioned tannins, this is a dense, very fruity wine. It is a powerhouse of richness and solid structure. Concentrated, with a touch of bitterness, it could age until 2016, but is drinkable with its fruitiness now.",Casa de Santar,88,,Dão,,,Touriga Nacional,Dão Sul
5445,France,"An attractive, fruity wine, it is already in balance. The fruit comes out strongly with its red berry and black cherry flavors with just a herbal, fresher hint. It's not for aging, but will improve, so drink from 2015.",Aux Guettes Premier Cru,88,38.0,Burgundy,Savigny-lès-Beaune,,Pinot Noir,Domaine A. Machard de Gramont
5446,France,"This wood-aged wine is very soft and round. It's still quite reticent in its flavors, showing only light acidity and yellow fruit flavors. It needs time to bring out its rich fruits and wood flavors. Drink from 2016.",Cuvée Madeleine,88,16.0,Southwest France,Côtes du Tarn,,Chardonnay,Domaine D'en Ségur
5447,France,"This ripe, creamy, fruity wine has touches of vanilla balanced by tight, citrus acidity. This is Laroche's largest production wine, a classic, fresh and just-steely Chablis. Start drinking in 2014.",Saint Martin,88,,Burgundy,Chablis,,Chardonnay,Domaine Laroche
5448,France,"Les Narvaux is on the hill behind Meursault. The wine has intense acidity and great freshness. Wood flavors are there, but not dominant, giving a bright wine, very juicy and ready to drink.",Les Narvaux,88,58.0,Burgundy,Meursault,,Chardonnay,Domaine Vincent Girardin
5449,France,"This is a perfumed wine, almost overwhelming in its intensity. The palate is equally aromatic, rich in texture and very juicy. The wine, with its red berry fruits and tight acidity, is still young, waiting to show its ripeness and soft tannins. Drink from 2015.",Les Vieilles Vignes,88,45.0,Burgundy,Volnay,,Pinot Noir,Domaine Vincent Girardin
5450,Italy,"Made with Sangiovese, this opens with earthy aromas of tilled soil, black berries and spice. The soft palate delivers fleshy black cherry and juicy raspberry lightly accented with black pepper notes along with round tannins. It's made to drink young so enjoy soon.",Amaranto,88,19.0,Tuscany,Maremma Toscana,,Sangiovese,Podere San Cristoforo
5451,US,"This is a monster Zin even by Sbragia standards. The wine feels hotter and more glyceriney than its official alcohol. It's also superripe in raisins and prunes, although the finish is totally dry. It defines a lusty, rustic style of California Zinfandel.",Gino's Vineyard,88,34.0,California,Dry Creek Valley,Sonoma,Zinfandel,Sbragia
5452,France,"This is a rich and smooth wine, creamy and full of baked apple and ripe pear flavors. Rounded with warm flavors, it carries just the right amount of citrus acidity and a touch of toast. Drink now until 2018.",Hommage à André Trénel,88,28.0,Burgundy,Saint-Véran,,Chardonnay,Trenel Fils
5453,Portugal,"A smooth and polished wine, it has mint and wood flavors as well as stylish red fruits. The tannins give a firm structure on which to hang the juicy fruitiness and acidity. It is developing well but needs a few more years. Drink from 2016.",,88,33.0,Douro,,,Touriga Nacional,Quinta do Pessegueiro
5454,Portugal,"This rich wine has peach and quince flavors along with spice and hints of toast. It's full in the mouth, very fruity and fresh, a warm wine that does manage to keep a fresh burst of lemon acidity at the end. Drink now, but better at the end of 2014.",Sagrado,88,15.0,Douro,,,Portuguese White,Quinta do Sagrado
5455,Italy,"Heady floral aromas of white spring flowers come with accents of exotic fruit and cut grass. The juicy fruit palate offers pineapple, mango and papaya. Crisp acidity leaves a clean finish.",,88,20.0,Northeastern Italy,Alto Adige,,Sauvignon,Abbazia di Novacella
5456,Germany,"There's a crispness and freshness to this slightly off-dry Riesling, reminiscent of lemons and crunchy white peaches. Stark lime acidity showers the palate, leading a long, steely finish. It's an austere style of wine, but balanced, with expansive mouthfeel and body.",Rüdesheimer Kabinett Trocken,88,16.0,Rheingau,,,Riesling,Carl Ehrhard
5457,Germany,"Dark char and blackberry notes are pleasantly smoky in this deeply penetrating Spätburgunder. Big, bold and ripe, the palate is luscious and expansive, with black cherry and cassis flavors. Zippy cranberry acidity adds levity to the finish.",Alte Reben,88,78.0,Baden,,,Spätburgunder,Huber
5458,Italy,"A structured Pinot Grigio with character, it opens with aromas of Spanish broom, white peach and a graphite note. The juicy fruit palate delivers green apple, pear and creamy peach with a note of Alpine herbs, along with bright acidity.",,88,18.0,Northeastern Italy,Alto Adige,,Pinot Grigio,Kössler
5459,US,"Good price for a Santa Rita Hills Pinot this good. It's dry and crisp, with a delicate mouthfeel carrying intense waves of raspberries, cherries, red licorice, pomegranates and cola. Drink now.",Summit,88,29.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Pali
5460,Argentina,"Floral berry and plum aromas are touched up by notes of thyme and cardamom. Fresh grippy acidity keeps this lively, while flavors of berry and plum are spicy and suggestive of tomato sauce. Saucy, herbal flavors rise up on a high-acid finish.",Catena,88,20.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Bodega Catena Zapata
5461,Germany,Crisp apple and pears are streaked with earthy tones of saffron and bramble in this brisk invigorating Spätlese. It's concentrated and fruity on the palate with a clingy honeyed touch that extends the finish.,Piesporter Goldtröpfchen Spätlese,88,21.0,Mosel,,,Riesling,Bollig-Lehnert
5462,Italy,"Aromas of black raspberry, violet, baking spice and a whiff of game lead the nose. The chewy palate offers juicy sour cherry, ground pepper and licorice alongside racy acidity and round tannins. It's meant to be drunk young so enjoy soon.",Montebruna,88,23.0,Piedmont,Barbera d'Asti,,Barbera,Braida di Giacomo Bologna
5463,Italy,"Aromas of mature plum, espresso, toast and Asian spice lead the nose while the dense palate delivers dried black cherry, red currant, licorice and ground pepper. Tangy acidity and close-grained tannins give it a mouth-puckering finish.",Balmet,88,34.0,Piedmont,Barbera d'Asti Superiore,,Barbera,Caldera
5464,Portugal,"Wood fermentation still allows the Arinto grape to retain its natural crispness. At the same time, it gives it a perfumed spicy character that enhances the juiciness of the wine and brings out the zesty texture. It's fruity, fresh and ready to drink.",Branco Barrica,88,28.0,Bairrada,,,Arinto,Campolargo
5465,Australia,This supple medium-bodied Pinot Noir is ready to drink. Predominantly earthy notes of leather and dried spices are harmonious and complex without being overly demanding.,Omrah,88,20.0,Western Australia,Western Australia,,Pinot Noir,Plantagenet
5466,France,"This ripe, rounded and fruity wine hails from vineyards at the western end of the Marne Valley. Its yellow fruit and soft apple flavors are only lightly marked by minerality. The acidity is fragrant, refreshing and with just the right crispness to balance all this soft fruit.",Esprit Brut,88,36.0,Champagne,Champagne,,Champagne Blend,Baron-Fuenté
5467,Italy,"Aromas of scorched earth, mature black-skinned fruit, blue flower, toast and Oriental spice lead the way on this full-bodied wine. The firm palate offers dried black cherry, espresso, licorice and ground pepper set against a backdrop of fine-grained tannins.",Sovrana,88,23.0,Piedmont,Barbera d'Alba,,Barbera,Beni di Batasiolo
5468,Germany,"Hints of yuzu citrus and smoke entice on the nose of this puckery tangerine-inflected Riesling. Off-dry in style, it's enriched by luscious streaks of honey and sweet grapefruit on the midpalate. Finishes moderately long on a kiss of blossoms.",Piesporter Kabinett,88,17.0,Mosel,,,Riesling,Bollig-Lehnert
5469,Italy,"Aromas of baked plum, scorched earth, mint and menthol come together in the glass. The firm palate offers dried black cherry, raisin, ground pepper and a hint of Oriental spice accompanied by close-grained tannins. A licorice note closes the finish.",,88,22.0,Piedmont,Barbera d'Asti Superiore,,Barbera,Caldera
5470,Italy,"This medium-bodied red opens with aromas of mature blackcurrant, toasted oak, exotic spice, coconut and menthol. The firm palate doles out dried black cherry, blackberry jam, anise and chopped herb alongside grippy, close-grained tannins. It ends on a note of roasted coffee bean.",Cavalè,88,,Piedmont,Barbera d'Asti Superiore,,Barbera,Cantine Sant'Agata
5471,US,"From a particular block with limestone soils, this is indeed a light, steely and minerally white wine, given nine months in French oak, only 17% of it new. It takes on that oak with subtle concentration, offering a touch of baked pineapple, peach and vanilla, ending in a bittersweet bite of Meyer lemon.",Coteau Blanc,88,45.0,California,Carneros,Napa-Sonoma,Chardonnay,Chardenet
5472,US,"Pretty, pale and poised, this offers light pear flavors with a touch of cinnamon. Snappy acidity and a clean, fresh finish all contribute.",,88,12.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Château Bianca
